study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	read_count	fastq_ftp	submitted_ftp	sra_ftp
PRJEB28097	SAMEA4859192	ERX2770078	ERR2757085	9606	Homo sapiens	7260210	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2757085/ERR2757085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2757085/ERR2757085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757085/170907_612_1_S80_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757085/170907_612_1_S80_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/005/ERR2757085
PRJEB28097	SAMEA4859193	ERX2770079	ERR2757086	9606	Homo sapiens	11316551	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2757086/ERR2757086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2757086/ERR2757086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757086/170907_612_5_S84_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757086/170907_612_5_S84_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/006/ERR2757086
PRJEB28097	SAMEA4859194	ERX2770080	ERR2757087	9606	Homo sapiens	18520673	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2757087/ERR2757087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2757087/ERR2757087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757087/170920_612_2_S36_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757087/170920_612_2_S36_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/007/ERR2757087
PRJEB28097	SAMEA4859195	ERX2770081	ERR2757088	9606	Homo sapiens	12868391	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2757088/ERR2757088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2757088/ERR2757088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757088/170920_612_3_S37_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757088/170920_612_3_S37_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/008/ERR2757088
PRJEB28097	SAMEA4859196	ERX2770082	ERR2757089	9606	Homo sapiens	7862445	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2757089/ERR2757089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2757089/ERR2757089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757089/170920_612_4_S38_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757089/170920_612_4_S38_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/009/ERR2757089
PRJEB28097	SAMEA4859197	ERX2770083	ERR2757090	9606	Homo sapiens	10693281	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2757090/ERR2757090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2757090/ERR2757090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757090/170920_612_6_S39_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757090/170920_612_6_S39_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/000/ERR2757090
PRJEB28097	SAMEA4859198	ERX2770084	ERR2757091	9606	Homo sapiens	6356381	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2757091/ERR2757091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2757091/ERR2757091_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757091/170824_613_tran_S70_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757091/170824_613_tran_S70_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/001/ERR2757091
PRJEB28097	SAMEA4859199	ERX2770085	ERR2757092	9606	Homo sapiens	73138659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2757092/ERR2757092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2757092/ERR2757092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757092/merged_613_1_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757092/merged_613_1_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/002/ERR2757092
PRJEB28097	SAMEA4859200	ERX2770086	ERR2757093	9606	Homo sapiens	37238140	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2757093/ERR2757093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2757093/ERR2757093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757093/merged_613_3_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757093/merged_613_3_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/003/ERR2757093
PRJEB28097	SAMEA4859201	ERX2770087	ERR2757094	9606	Homo sapiens	11689079	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2757094/ERR2757094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2757094/ERR2757094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757094/170907_614_1_S86_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757094/170907_614_1_S86_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/004/ERR2757094
PRJEB28097	SAMEA4859202	ERX2770088	ERR2757095	9606	Homo sapiens	13165363	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2757095/ERR2757095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2757095/ERR2757095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757095/170907_614_4_S89_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757095/170907_614_4_S89_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/005/ERR2757095
PRJEB28097	SAMEA4859203	ERX2770089	ERR2757096	9606	Homo sapiens	9072104	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2757096/ERR2757096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2757096/ERR2757096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757096/170907_614_5_S90_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757096/170907_614_5_S90_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/006/ERR2757096
PRJEB28097	SAMEA4859204	ERX2770090	ERR2757097	9606	Homo sapiens	16541659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2757097/ERR2757097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2757097/ERR2757097_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757097/170907_614_6_S91_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757097/170907_614_6_S91_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/007/ERR2757097
PRJEB28097	SAMEA4859205	ERX2770091	ERR2757098	9606	Homo sapiens	15794102	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2757098/ERR2757098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2757098/ERR2757098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757098/170920_614_2_S40_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757098/170920_614_2_S40_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/008/ERR2757098
PRJEB28097	SAMEA4859206	ERX2770092	ERR2757099	9606	Homo sapiens	21769037	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2757099/ERR2757099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2757099/ERR2757099_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757099/170928_614_3_S37_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757099/170928_614_3_S37_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/009/ERR2757099
PRJEB28097	SAMEA4859207	ERX2770093	ERR2757100	9606	Homo sapiens	9550320	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2757100/ERR2757100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2757100/ERR2757100_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757100/170905_615_1_S45_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757100/170905_615_1_S45_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/000/ERR2757100
PRJEB28097	SAMEA4859208	ERX2770094	ERR2757101	9606	Homo sapiens	10518928	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2757101/ERR2757101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2757101/ERR2757101_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757101/170905_615_2_S46_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757101/170905_615_2_S46_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/001/ERR2757101
PRJEB28097	SAMEA4859209	ERX2770095	ERR2757102	9606	Homo sapiens	10746073	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2757102/ERR2757102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2757102/ERR2757102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757102/170905_615_3_S47_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757102/170905_615_3_S47_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/002/ERR2757102
PRJEB28097	SAMEA4859210	ERX2770096	ERR2757103	9606	Homo sapiens	25177204	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2757103/ERR2757103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2757103/ERR2757103_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757103/170905_615_4_S48_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757103/170905_615_4_S48_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/003/ERR2757103
PRJEB28097	SAMEA4859211	ERX2770097	ERR2757104	9606	Homo sapiens	16145605	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2757104/ERR2757104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2757104/ERR2757104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757104/170905_615_5_S49_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757104/170905_615_5_S49_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/004/ERR2757104
PRJEB28097	SAMEA4859212	ERX2770098	ERR2757105	9606	Homo sapiens	13293373	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2757105/ERR2757105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2757105/ERR2757105_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757105/170921_615_6_S9_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757105/170921_615_6_S9_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/005/ERR2757105
PRJEB28097	SAMEA4859213	ERX2770099	ERR2757106	9606	Homo sapiens	3320042	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2757106/ERR2757106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2757106/ERR2757106_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757106/170917_616_1_S47_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757106/170917_616_1_S47_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/006/ERR2757106
PRJEB28097	SAMEA4859214	ERX2770100	ERR2757107	9606	Homo sapiens	5265712	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2757107/ERR2757107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2757107/ERR2757107_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757107/170917_616_3_S49_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757107/170917_616_3_S49_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/007/ERR2757107
PRJEB28097	SAMEA4859215	ERX2770101	ERR2757108	9606	Homo sapiens	5268738	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2757108/ERR2757108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2757108/ERR2757108_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757108/170917_616_4_S50_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757108/170917_616_4_S50_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/008/ERR2757108
PRJEB28097	SAMEA4859216	ERX2770102	ERR2757109	9606	Homo sapiens	4731960	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2757109/ERR2757109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2757109/ERR2757109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757109/170917_616_5_S51_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757109/170917_616_5_S51_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/009/ERR2757109
PRJEB28097	SAMEA4859217	ERX2770103	ERR2757110	9606	Homo sapiens	3762761	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2757110/ERR2757110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2757110/ERR2757110_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757110/170917_616_6_S52_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757110/170917_616_6_S52_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/000/ERR2757110
PRJEB28097	SAMEA4859218	ERX2770104	ERR2757111	9606	Homo sapiens	12986898	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2757111/ERR2757111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2757111/ERR2757111_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757111/170921_616_2_S24_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757111/170921_616_2_S24_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/001/ERR2757111
PRJEB28097	SAMEA4859219	ERX2770105	ERR2757112	9606	Homo sapiens	16706530	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2757112/ERR2757112_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2757112/ERR2757112_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757112/170906_701_1_S49_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757112/170906_701_1_S49_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/002/ERR2757112
PRJEB28097	SAMEA4859220	ERX2770106	ERR2757113	9606	Homo sapiens	14141264	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2757113/ERR2757113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2757113/ERR2757113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757113/170906_701_2_S50_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757113/170906_701_2_S50_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/003/ERR2757113
PRJEB28097	SAMEA4859221	ERX2770107	ERR2757114	9606	Homo sapiens	15970121	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2757114/ERR2757114_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2757114/ERR2757114_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757114/170906_701_3_S51_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757114/170906_701_3_S51_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/004/ERR2757114
PRJEB28097	SAMEA4859222	ERX2770108	ERR2757115	9606	Homo sapiens	14400478	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2757115/ERR2757115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2757115/ERR2757115_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757115/170906_701_4_S52_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757115/170906_701_4_S52_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/005/ERR2757115
PRJEB28097	SAMEA4859223	ERX2770109	ERR2757116	9606	Homo sapiens	12414671	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2757116/ERR2757116_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2757116/ERR2757116_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757116/170906_701_5_S53_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757116/170906_701_5_S53_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/006/ERR2757116
PRJEB28097	SAMEA4859224	ERX2770110	ERR2757117	9606	Homo sapiens	16404377	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2757117/ERR2757117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2757117/ERR2757117_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757117/170906_701_6_S54_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757117/170906_701_6_S54_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/007/ERR2757117
PRJEB28097	SAMEA4859225	ERX2770111	ERR2757118	9606	Homo sapiens	14794348	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2757118/ERR2757118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2757118/ERR2757118_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757118/170906_702_1_S61_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757118/170906_702_1_S61_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/008/ERR2757118
PRJEB28097	SAMEA4859226	ERX2770112	ERR2757119	9606	Homo sapiens	12145367	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2757119/ERR2757119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2757119/ERR2757119_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757119/170906_702_2_S62_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757119/170906_702_2_S62_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/009/ERR2757119
PRJEB28097	SAMEA4859227	ERX2770113	ERR2757120	9606	Homo sapiens	14918067	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2757120/ERR2757120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/000/ERR2757120/ERR2757120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757120/170906_702_3_S63_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757120/170906_702_3_S63_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/000/ERR2757120
PRJEB28097	SAMEA4859228	ERX2770114	ERR2757121	9606	Homo sapiens	12541028	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2757121/ERR2757121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/001/ERR2757121/ERR2757121_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757121/170906_702_4_S64_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757121/170906_702_4_S64_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/001/ERR2757121
PRJEB28097	SAMEA4859229	ERX2770115	ERR2757122	9606	Homo sapiens	13121458	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2757122/ERR2757122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/002/ERR2757122/ERR2757122_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757122/170906_702_5_S65_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757122/170906_702_5_S65_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/002/ERR2757122
PRJEB28097	SAMEA4859230	ERX2770116	ERR2757123	9606	Homo sapiens	14911205	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2757123/ERR2757123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/003/ERR2757123/ERR2757123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757123/170906_702_6_S66_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757123/170906_702_6_S66_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/003/ERR2757123
PRJEB28097	SAMEA4859231	ERX2770117	ERR2757124	9606	Homo sapiens	15425811	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2757124/ERR2757124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/004/ERR2757124/ERR2757124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757124/170906_703_1_S73_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757124/170906_703_1_S73_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/004/ERR2757124
PRJEB28097	SAMEA4859232	ERX2770118	ERR2757125	9606	Homo sapiens	21012782	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2757125/ERR2757125_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/005/ERR2757125/ERR2757125_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757125/170906_703_2_S74_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757125/170906_703_2_S74_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/005/ERR2757125
PRJEB28097	SAMEA4859233	ERX2770119	ERR2757126	9606	Homo sapiens	13175620	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2757126/ERR2757126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/006/ERR2757126/ERR2757126_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757126/170906_703_3_S75_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757126/170906_703_3_S75_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/006/ERR2757126
PRJEB28097	SAMEA4859234	ERX2770120	ERR2757127	9606	Homo sapiens	12219631	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2757127/ERR2757127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/007/ERR2757127/ERR2757127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757127/170906_703_4_S76_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757127/170906_703_4_S76_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/007/ERR2757127
PRJEB28097	SAMEA4859235	ERX2770121	ERR2757128	9606	Homo sapiens	5658933	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2757128/ERR2757128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/008/ERR2757128/ERR2757128_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757128/170906_703_5_S77_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757128/170906_703_5_S77_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/008/ERR2757128
PRJEB28097	SAMEA4859236	ERX2770122	ERR2757129	9606	Homo sapiens	15192208	ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2757129/ERR2757129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR275/009/ERR2757129/ERR2757129_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757129/170906_703_6_S78_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR275/ERR2757129/170906_703_6_S78_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR275/009/ERR2757129
