Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Source_material_ID,SRA Study
SRR9224297,WGS,194,1330817664,PRJNA544527,SAMN11950385,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",803098607,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-02-18,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994546,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0045_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0045_MG,ao-0045_MG,SRP200548
SRR9224298,WGS,192,963656586,PRJNA544527,SAMN11950384,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",578167805,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-02-17,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994545,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0044_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0044_MG,ao-0044_MG,SRP200548
SRR9224299,WGS,190,862056152,PRJNA544527,SAMN11950389,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",517119842,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-02-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994544,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0049_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0049_MG,ao-0049_MG,SRP200548
SRR9224300,WGS,193,1512891829,PRJNA544527,SAMN11950388,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",914400320,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-02-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994543,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0048_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0048_MG,ao-0048_MG,SRP200548
SRR9224301,WGS,190,480571742,PRJNA544527,SAMN11950056,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",301871452,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-31,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994542,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0065_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0065_MG,ae-0065_MG,SRP200548
SRR9224302,WGS,178,883445025,PRJNA544527,SAMN11950057,"MIGS/MIMS/MIMARKS.human-gut,MIMS.me",546583349,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-14,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994541,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0067_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0067_MG,ae-0067_MG,SRP200548
SRR9224303,WGS,191,670228059,PRJNA544527,SAMN11950054,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",415978290,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-26,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994540,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0063_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0063_MG,ae-0063_MG,SRP200548
SRR9224304,WGS,176,569034828,PRJNA544527,SAMN11950055,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",359447443,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-27,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994539,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0064_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0064_MG,ae-0064_MG,SRP200548
SRR9224305,WGS,185,1114291709,PRJNA544527,SAMN11950052,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",686696623,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-23,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994538,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0061_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0061_MG,ae-0061_MG,SRP200548
SRR9224306,WGS,182,993018384,PRJNA544527,SAMN11950053,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",614296501,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994537,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0062_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0062_MG,ae-0062_MG,SRP200548
SRR9224307,WGS,182,1237265597,PRJNA544527,SAMN11950050,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",769683264,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994536,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0056_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0056_MG,ae-0056_MG,SRP200548
SRR9224308,WGS,177,1122682432,PRJNA544527,SAMN11950051,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",702937568,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-14,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994535,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0060_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0060_MG,ae-0060_MG,SRP200548
SRR9224309,WGS,188,952485445,PRJNA544527,SAMN11950058,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",591877859,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994534,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0068_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0068_MG,ae-0068_MG,SRP200548
SRR9224310,WGS,176,1020488128,PRJNA544527,SAMN11950059,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",635344911,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-04-16,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994533,USA,North America,USA:Boston,Homo sapiens,ae,Illumina HiSeq 2500,42.36 N 71.06 W,ae-0069_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ae-0069_MG,ae-0069_MG,SRP200548
SRR9224311,WGS,190,1568567414,PRJNA544527,SAMN11950379,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",942224930,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-02-11,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994532,USA,North America,USA:Boston,Homo sapiens,ao,Illumina HiSeq 2500,42.36 N 71.06 W,ao-0039_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,ao-0039_MG,ao-0039_MG,SRP200548
SRR9224312,WGS,181,1384495937,PRJNA544527,SAMN11950115,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",860680139,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-18,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994531,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0053_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0053_MG,am-0053_MG,SRP200548
SRR9224313,WGS,189,3060644751,PRJNA544527,SAMN11950288,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1886566034,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-12,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994530,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0002_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0002_MG,an-0002_MG,SRP200548
SRR9224314,WGS,193,1028840940,PRJNA544527,SAMN11950289,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",655767320,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-13,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994529,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0003_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0003_MG,an-0003_MG,SRP200548
SRR9224315,WGS,178,1142354121,PRJNA544527,SAMN11950109,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",716198259,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994528,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0029_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0029_MG,am-0029_MG,SRP200548
SRR9224316,WGS,173,1467867822,PRJNA544527,SAMN11950108,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",938333512,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-09,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994527,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0028_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0028_MG,am-0028_MG,SRP200548
SRR9224317,WGS,190,1755041772,PRJNA544527,SAMN11950299,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1121561142,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-14,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994526,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0023_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0023_MG,an-0023_MG,SRP200548
SRR9224318,WGS,183,1390717917,PRJNA544527,SAMN11950298,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",887124321,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994525,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0019_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0019_MG,an-0019_MG,SRP200548
SRR9224319,WGS,195,1342288795,PRJNA544527,SAMN11950281,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",874145266,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-05-18,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994524,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0226_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0226_MG,am-0226_MG,SRP200548
SRR9224320,WGS,189,3224267129,PRJNA544527,SAMN11950451,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2238929953,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-03-17,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994523,USA,North America,USA:Boston,Homo sapiens,bf,Illumina HiSeq 2500,42.36 N 71.06 W,bf-0003_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,bf-0003_MG,bf-0003_MG,SRP200548
SRR9224321,WGS,193,1300910816,PRJNA544527,SAMN11950290,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",833412428,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-20,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994522,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0004_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0004_MG,an-0004_MG,SRP200548
SRR9224322,WGS,194,553713594,PRJNA544527,SAMN11950293,"MIGS/MIMS/MIMARKS.human-gut,MIMS.me",354494985,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-30,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994521,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0009_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0009_MG,an-0009_MG,SRP200548
SRR9224323,WGS,192,1355130567,PRJNA544527,SAMN11950292,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",866191902,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-01-23,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994520,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0006_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0006_MG,an-0006_MG,SRP200548
SRR9224324,WGS,191,1922794453,PRJNA544527,SAMN11950295,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1228726251,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-02-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994519,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0015_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0015_MG,an-0015_MG,SRP200548
SRR9224325,WGS,192,965234705,PRJNA544527,SAMN11950294,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",614455881,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-02-18,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994518,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0013_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0013_MG,an-0013_MG,SRP200548
SRR9224326,WGS,193,3432470052,PRJNA544527,SAMN11950450,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2342718086,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-09-05,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994517,USA,North America,USA:Boston,Homo sapiens,be,Illumina HiSeq 2500,42.36 N 71.06 W,be-0085_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,be-0085_MG,be-0085_MG,SRP200548
SRR9224327,WGS,190,1084070951,PRJNA544527,SAMN11950296,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",689381321,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-02-27,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994516,USA,North America,USA:Boston,Homo sapiens,an,Illumina HiSeq 2500,42.36 N 71.06 W,an-0016_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,an-0016_MG,an-0016_MG,SRP200548
SRR9224328,WGS,186,1849615904,PRJNA544527,SAMN11950101,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1157082697,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-24,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994515,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0021_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0021_MG,am-0021_MG,SRP200548
SRR9224329,WGS,177,1215780956,PRJNA544527,SAMN11950100,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",766570052,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2014-12-23,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994514,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0020_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0020_MG,am-0020_MG,SRP200548
SRR9224330,WGS,185,862242116,PRJNA544527,SAMN11950192,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",545439374,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-25,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994513,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0130_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0130_MG,am-0130_MG,SRP200548
SRR9224331,WGS,185,1364649501,PRJNA544527,SAMN11950193,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",862419174,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-28,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994512,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0131_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0131_MG,am-0131_MG,SRP200548
SRR9224332,WGS,189,2240606661,PRJNA544527,SAMN11950190,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1439611169,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-21,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994511,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0128_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0128_MG,am-0128_MG,SRP200548
SRR9224333,WGS,187,1175099133,PRJNA544527,SAMN11950191,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",739265782,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-10-23,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994510,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0129_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0129_MG,am-0129_MG,SRP200548
SRR9224334,WGS,190,1158640313,PRJNA544527,SAMN11950196,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",729761125,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-11-02,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994509,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0135_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0135_MG,am-0135_MG,SRP200548
SRR9224335,WGS,179,973041502,PRJNA544527,SAMN11950197,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",617982423,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-11-03,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994508,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0136_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0136_MG,am-0136_MG,SRP200548
SRR9224336,WGS,181,986428914,PRJNA544527,SAMN11950224,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",615486473,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2015-12-31,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994507,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0166_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0166_MG,am-0166_MG,SRP200548
SRR9224337,WGS,188,684623254,PRJNA544527,SAMN11950225,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",431881681,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,2016-01-04,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",bodily fluid material biome [ENVO:02000019],excreta material [ENVO:02000022],fecal material [ENVO:00002003],SRX5994506,USA,North America,USA:Boston,Homo sapiens,am,Illumina HiSeq 2500,42.36 N 71.06 W,am-0167_MG,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2019-07-31T00:00:00Z,am-0167_MG,am-0167_MG,SRP200548
